,id_prenda,article_id,product_code,prod_name,product_group_name,detail_desc,texto_prenda,fit,estructura,volumen,sleeve,neckline,material,neckline_effects
76772,2525,786304006,786304,Sebi,upper body,top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline cuffs and hem,pinksweater jersey basic top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,medio,voluminosa,unknown,knit,unknown
76773,2526,786304007,786304,Sebi,upper body,top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline cuffs and hem,bluesweater jersey basic top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,medio,voluminosa,unknown,knit,unknown
76774,2527,786304008,786304,Sebi(1),upper body,top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline cuffs and hem,bluesweater jersey basic top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,medio,voluminosa,unknown,knit,unknown
76775,2528,786304009,786304,Sebi(1),upper body,top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline cuffs and hem,greysweater jersey basic top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,medio,voluminosa,unknown,knit,unknown
76776,2529,786304010,786304,Sebi(1),upper body,top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline cuffs and hem,whitesweater jersey basic top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,medio,voluminosa,unknown,knit,unknown
76792,2530,786395001,786395,Karla blouse,upper body,wide blouse in an lightweight viscose weave with notch lapels buttons down the front and yoke with a pleat at the back low dropped shoulders long sleeves wide buttoned cuffs with a slit and a rounded hem,whiteblouse blouses wide blouse in an lightweight viscose weave with notch lapels buttons down the front and yoke with a pleat at the back low dropped shoulders long sleeves wide buttoned cuffs with a slit and a rounded hem,amplio,fluida,alto,larga,unknown,sintetico,unknown
76879,2531,786978001,786978,Premium MARTHA cashmere sweate,upper body,oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,greensweater knitwear oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
76880,2532,786978002,786978,PQ MARTHA CASH SWEATER,upper body,oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,greysweater knitwear oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
76881,2533,786978003,786978,Premium MARTHA cashmere sweate,upper body,oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,brownsweater knitwear oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
76882,2534,786978004,786978,Premium MARTHA cashmere sweate,upper body,oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,orangesweater knitwear oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
76883,2535,786978005,786978,Premium MARTHA cashmere sweate,upper body,oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,orangesweater knitwear oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
76884,2536,786978007,786978,PQ MARTHA CASH SWEATER,upper body,oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,blacksweater knitwear oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
76885,2537,786978008,786978,PQ MARTHA CASH SWEATER,upper body,oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,molesweater knitwear oversized jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
76892,2538,786998001,786998,PQ FIONA CASH POLO,upper body,turtle neck jumper in soft rib knit cashmere slightly longer straight style with low dropped shoulders and long sleeves,whitesweater knitwear turtle neck jumper in soft rib knit cashmere slightly longer straight style with low dropped shoulders and long sleeves,regular,fluida,medio,larga,alto,wool,cerrado
76893,2539,786998003,786998,PQ FIONA CASH POLO,upper body,turtle neck jumper in soft rib knit cashmere slightly longer straight style with low dropped shoulders and long sleeves,blacksweater knitwear turtle neck jumper in soft rib knit cashmere slightly longer straight style with low dropped shoulders and long sleeves,regular,fluida,medio,larga,alto,wool,cerrado
77031,2540,787660001,787660,Premium LILIANA sweater,upper body,boxy jumper in rib knit wool containing some cashmere with a wide turtle neck dropped shoulders long sleeves and ribbing at the cuffs and hem,bluesweater knitwear boxy jumper in rib knit wool containing some cashmere with a wide turtle neck dropped shoulders long sleeves and ribbing at the cuffs and hem,amplio,media,alto,larga,alto,wool,cerrado
77032,2541,787660002,787660,Premium LILIANA sweater,upper body,boxy jumper in rib knit wool containing some cashmere with a wide turtle neck dropped shoulders long sleeves and ribbing at the cuffs and hem,beigesweater knitwear boxy jumper in rib knit wool containing some cashmere with a wide turtle neck dropped shoulders long sleeves and ribbing at the cuffs and hem,amplio,media,alto,larga,alto,wool,cerrado
77056,2542,787758001,787758,PQ KING POLO,upper body,long oversized jumper in fine knit wool with a ribbed turtle neck low dropped shoulders long sleeves and wide ribbing at the cuffs and hem slit at the cuffs and in the sides slightly longer at the back,beigesweater knitwear long oversized jumper in fine knit wool with a ribbed turtle neck low dropped shoulders long sleeves and wide ribbing at the cuffs and hem slit at the cuffs and in the sides slightly longer at the back,amplio,media,alto,larga,alto,wool,cerrado
77057,2543,787758002,787758,PQ KING POLO,upper body,long oversized jumper in fine knit wool with a ribbed turtle neck low dropped shoulders long sleeves and wide ribbing at the cuffs and hem slit at the cuffs and in the sides slightly longer at the back,blacksweater knitwear long oversized jumper in fine knit wool with a ribbed turtle neck low dropped shoulders long sleeves and wide ribbing at the cuffs and hem slit at the cuffs and in the sides slightly longer at the back,amplio,media,alto,larga,alto,wool,cerrado
77058,2544,787758003,787758,PQ KING POLO,upper body,long oversized jumper in fine knit wool with a ribbed turtle neck low dropped shoulders long sleeves and wide ribbing at the cuffs and hem slit at the cuffs and in the sides slightly longer at the back,redsweater knitwear long oversized jumper in fine knit wool with a ribbed turtle neck low dropped shoulders long sleeves and wide ribbing at the cuffs and hem slit at the cuffs and in the sides slightly longer at the back,amplio,media,alto,larga,alto,wool,cerrado
77059,2545,787758004,787758,PQ KING CASH MIX POLO,upper body,long oversized jumper in fine knit wool with a ribbed turtle neck low dropped shoulders long sleeves and wide ribbing at the cuffs and hem slit at the cuffs and in the sides slightly longer at the back,blacksweater knitwear long oversized jumper in fine knit wool with a ribbed turtle neck low dropped shoulders long sleeves and wide ribbing at the cuffs and hem slit at the cuffs and in the sides slightly longer at the back,amplio,media,alto,larga,alto,wool,cerrado
77060,2546,787758005,787758,PQ KING CASH MIX POLO,upper body,long oversized jumper in fine knit wool with a ribbed turtle neck low dropped shoulders long sleeves and wide ribbing at the cuffs and hem slit at the cuffs and in the sides slightly longer at the back,greysweater knitwear long oversized jumper in fine knit wool with a ribbed turtle neck low dropped shoulders long sleeves and wide ribbing at the cuffs and hem slit at the cuffs and in the sides slightly longer at the back,amplio,media,alto,larga,alto,wool,cerrado
77066,2547,787785002,787785,PQ DOTTIE SILK SHIRT PRINT,upper body,shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,beigeshirt unknown shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,amplio,fluida,alto,larga,alto,delicado,cerrado
77067,2548,787785004,787785,PQ DOTTIE SILK SHIRT PRINT,upper body,shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,greenshirt unknown shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,amplio,fluida,alto,larga,alto,delicado,cerrado
77068,2549,787785006,787785,PQ DOTTIE SILK SHIRT PRINT,upper body,shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,moleshirt unknown shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,amplio,fluida,alto,larga,alto,delicado,cerrado
77069,2550,787785008,787785,PQ DOTTIE SILK SHIRT PRINT,upper body,shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,brownshirt unknown shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,amplio,fluida,alto,larga,alto,delicado,cerrado
77070,2551,787785009,787785,PQ DOTTIE SILK SHIRT PRINT,upper body,shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,greenshirt unknown shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,amplio,fluida,alto,larga,alto,delicado,cerrado
77071,2552,787785010,787785,PQ DOTTIE SILK SHIRT PRINT,upper body,shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,blackshirt unknown shirt in soft gently draped silk with a collar buttons down the front and a yoke with a pleat at the back long sleeves with wide buttoned cuffs and a rounded hem,amplio,fluida,alto,larga,alto,delicado,cerrado
77090,2553,787934001,787934,Premium KVARN v-neck,upper body,wide jumper in soft fine knit cashmere with a v neck low dropped shoulders long sleeves and ribbing around the neckline cuffs and hem,whitesweater knitwear wide jumper in soft fine knit cashmere with a v neck low dropped shoulders long sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,larga,v,wool,alarga
77091,2554,787934002,787934,Premium KVARN v-neck,upper body,wide jumper in soft fine knit cashmere with a v neck low dropped shoulders long sleeves and ribbing around the neckline cuffs and hem,bluesweater knitwear wide jumper in soft fine knit cashmere with a v neck low dropped shoulders long sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,larga,v,wool,alarga
77092,2555,787946002,787946,Moa 2 pack tank,upper body,fitted vest tops in organic cotton jersey,blackvest top jersey basic fitted vest tops in organic cotton jersey,ajustado,media,bajo,sin_mangas,unknown,cotton,unknown
77093,2556,787946003,787946,Moa 2 pack,upper body,fitted vest tops in organic cotton jersey,beigevest top jersey basic fitted vest tops in organic cotton jersey,ajustado,media,bajo,sin_mangas,unknown,cotton,unknown
77102,2557,787976001,787976,Premium MIKE cardigan,upper body,oversized cardigan in soft fine knit cashmere with buttons down the front dropped shoulders and long sleeves ribbing at the cuffs and hem,bluecardigan knitwear oversized cardigan in soft fine knit cashmere with buttons down the front dropped shoulders and long sleeves ribbing at the cuffs and hem,amplio,fluida,alto,larga,unknown,wool,unknown
77103,2558,787976002,787976,Premium MIKE cardigan,upper body,oversized cardigan in soft fine knit cashmere with buttons down the front dropped shoulders and long sleeves ribbing at the cuffs and hem,beigecardigan knitwear oversized cardigan in soft fine knit cashmere with buttons down the front dropped shoulders and long sleeves ribbing at the cuffs and hem,amplio,fluida,alto,larga,unknown,wool,unknown
77104,2559,787977001,787977,PQ FUMIN CARDIGAN,upper body,wide rib knit cardigan in wool containing some cashmere with a v neck and buttons down the front long raglan sleeves with ribbed cuffs and slits in the sides of the hem,khaki greencardigan knitwear wide rib knit cardigan in wool containing some cashmere with a v neck and buttons down the front long raglan sleeves with ribbed cuffs and slits in the sides of the hem,amplio,media,alto,voluminosa,v,wool,alarga
77105,2560,787977002,787977,PQ FUMIN CARDIGAN,upper body,wide rib knit cardigan in wool containing some cashmere with a v neck and buttons down the front long raglan sleeves with ribbed cuffs and slits in the sides of the hem,beigecardigan knitwear wide rib knit cardigan in wool containing some cashmere with a v neck and buttons down the front long raglan sleeves with ribbed cuffs and slits in the sides of the hem,amplio,media,alto,voluminosa,v,wool,alarga
77108,2561,787999001,787999,Adeem Top,upper body,straight cut top in a cotton weave with broderie anglaise square neckline and long raglan sleeves,whitetop blouses straight cut top in a cotton weave with broderie anglaise square neckline and long raglan sleeves,regular,media,alto,voluminosa,cuadrado,cotton,horizontal
77158,2562,788216003,788216,Paige top,upper body,pleated top in soft jersey with a textured stripe and sheen straight cut at the top in a wide softly draped fit with wide shoulder straps,bluevest top jersey fancy pleated top in soft jersey with a textured stripe and sheen straight cut at the top in a wide softly draped fit with wide shoulder straps,amplio,fluida,alto,tirantes,unknown,knit,unknown
77177,2563,788261001,788261,Amanda Tank,upper body,fitted vest top in stretch cotton jersey,blackvest top jersey basic fitted vest top in stretch cotton jersey,ajustado,media,bajo,sin_mangas,unknown,cotton,unknown
77178,2564,788261004,788261,Amanda Tank,upper body,fitted vest top in stretch cotton jersey,whitevest top jersey basic fitted vest top in stretch cotton jersey,ajustado,media,bajo,sin_mangas,unknown,cotton,unknown
77179,2565,788264001,788264,Cohan jacq. long sweater,upper body,oversized jumper in a soft jacquard knit containing some alpaca wool with a round neckline and long raglan sleeves ribbing around the neckline cuffs and hem slightly longer at the back,greysweater knitwear oversized jumper in a soft jacquard knit containing some alpaca wool with a round neckline and long raglan sleeves ribbing around the neckline cuffs and hem slightly longer at the back,amplio,fluida,alto,voluminosa,redondo,wool,cerrado
77202,2566,788326001,788326,Stone jumper,upper body,boxy style jumper in a fine knit alpaca blend with a round ribbed neckline low dropped shoulders long puff sleeves and wide ribbing at the cuffs and hem,orangesweater knitwear boxy style jumper in a fine knit alpaca blend with a round ribbed neckline low dropped shoulders long puff sleeves and wide ribbing at the cuffs and hem,amplio,media,alto,voluminosa,redondo,knit,cerrado
77203,2567,788326002,788326,Stone jumper,upper body,boxy style jumper in a fine knit alpaca blend with a round ribbed neckline low dropped shoulders long puff sleeves and wide ribbing at the cuffs and hem,pinksweater knitwear boxy style jumper in a fine knit alpaca blend with a round ribbed neckline low dropped shoulders long puff sleeves and wide ribbing at the cuffs and hem,amplio,media,alto,voluminosa,redondo,knit,cerrado
77204,2568,788326003,788326,Stone jumper,upper body,boxy style jumper in a fine knit alpaca blend with a round ribbed neckline low dropped shoulders long puff sleeves and wide ribbing at the cuffs and hem,blacksweater knitwear boxy style jumper in a fine knit alpaca blend with a round ribbed neckline low dropped shoulders long puff sleeves and wide ribbing at the cuffs and hem,amplio,media,alto,voluminosa,redondo,knit,cerrado
77205,2569,788326004,788326,Stone jumper,upper body,boxy style jumper in a fine knit alpaca blend with a round ribbed neckline low dropped shoulders long puff sleeves and wide ribbing at the cuffs and hem,whitesweater knitwear boxy style jumper in a fine knit alpaca blend with a round ribbed neckline low dropped shoulders long puff sleeves and wide ribbing at the cuffs and hem,amplio,media,alto,voluminosa,redondo,knit,cerrado
77206,2570,788327002,788327,Sandrio knitted jumper,upper body,jumper in a soft chunky knit with 3 4 length puff sleeves and wide ribbing around the neckline cuffs and hem,bluesweater knitwear jumper in a soft chunky knit with 3 4 length puff sleeves and wide ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,knit,unknown
77207,2571,788327004,788327,Sandrio knitted jumper,upper body,jumper in a soft chunky knit with 3 4 length puff sleeves and wide ribbing around the neckline cuffs and hem,whitesweater knitwear jumper in a soft chunky knit with 3 4 length puff sleeves and wide ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,knit,unknown
77208,2572,788328001,788328,Karl turtleneck jumper,upper body,long knitted jumper in a soft alpaca and wool blend with a wrapover turtle neck dropped shoulders and long wide sleeves that taper to the cuffs ribbing at the cuffs and hem,blacksweater knitwear long knitted jumper in a soft alpaca and wool blend with a wrapover turtle neck dropped shoulders and long wide sleeves that taper to the cuffs ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,wool,cerrado
77209,2573,788328003,788328,Karl turtleneck jumper,upper body,long knitted jumper in a soft alpaca and wool blend with a wrapover turtle neck dropped shoulders and long wide sleeves that taper to the cuffs ribbing at the cuffs and hem,whitesweater knitwear long knitted jumper in a soft alpaca and wool blend with a wrapover turtle neck dropped shoulders and long wide sleeves that taper to the cuffs ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,wool,cerrado
77210,2574,788328005,788328,Karl turtleneck jumper,upper body,long knitted jumper in a soft alpaca and wool blend with a wrapover turtle neck dropped shoulders and long wide sleeves that taper to the cuffs ribbing at the cuffs and hem,khaki greensweater knitwear long knitted jumper in a soft alpaca and wool blend with a wrapover turtle neck dropped shoulders and long wide sleeves that taper to the cuffs ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,wool,cerrado
77211,2575,788328006,788328,Karl turtleneck jumper,upper body,long knitted jumper in a soft alpaca and wool blend with a wrapover turtle neck dropped shoulders and long wide sleeves that taper to the cuffs ribbing at the cuffs and hem,bluesweater knitwear long knitted jumper in a soft alpaca and wool blend with a wrapover turtle neck dropped shoulders and long wide sleeves that taper to the cuffs ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,wool,cerrado
77259,2576,788580001,788580,Matilda smock blouse,upper body,blouse in an lightweight viscose weave with a smocked stand up collar an opening with covered buttons at the back of the neck and long sleeves with smocking at the cuffs,whiteblouse blouses blouse in an lightweight viscose weave with a smocked stand up collar an opening with covered buttons at the back of the neck and long sleeves with smocking at the cuffs,amplio,fluida,alto,larga,alto,sintetico,cerrado
77260,2577,788580002,788580,Matilda smock blouse,upper body,blouse in an lightweight viscose weave with a smocked stand up collar an opening with covered buttons at the back of the neck and long sleeves with smocking at the cuffs,redblouse blouses blouse in an lightweight viscose weave with a smocked stand up collar an opening with covered buttons at the back of the neck and long sleeves with smocking at the cuffs,amplio,fluida,alto,larga,alto,sintetico,cerrado
77270,2578,788632001,788632,Douglas,upper body,wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,greysweater knitwear wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,knit,cerrado
77271,2579,788632002,788632,Douglas,upper body,wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,beigesweater knitwear wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,knit,cerrado
77272,2580,788632003,788632,Douglas,upper body,wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,redsweater knitwear wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,knit,cerrado
77273,2581,788632004,788632,Douglas,upper body,wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,beigesweater knitwear wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,knit,cerrado
77274,2582,788632005,788632,Douglas,upper body,wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,pinksweater knitwear wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,knit,cerrado
77275,2583,788632006,788632,Douglas,upper body,wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,molesweater knitwear wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,knit,cerrado
77276,2584,788632007,788632,Douglas,upper body,wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,khaki greensweater knitwear wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,knit,cerrado
77277,2585,788632009,788632,Douglas,upper body,wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,yellowsweater knitwear wide turtle neck jumper in a soft fine knit with dropped shoulders long wide sleeves and wide ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,knit,cerrado
77279,2586,788647002,788647,Elvira raglan shirt,upper body,flannel shirt in a woven cotton blend with a collar buttons down the front long raglan sleeves with buttoned cuffs and a gently rounded hem slightly longer at the back,redblouse blouses flannel shirt in a woven cotton blend with a collar buttons down the front long raglan sleeves with buttoned cuffs and a gently rounded hem slightly longer at the back,unknown,media,medio,voluminosa,alto,cotton,cerrado
77280,2587,788647004,788647,Elvira raglan shirt,upper body,flannel shirt in a woven cotton blend with a collar buttons down the front long raglan sleeves with buttoned cuffs and a gently rounded hem slightly longer at the back,blueblouse blouses flannel shirt in a woven cotton blend with a collar buttons down the front long raglan sleeves with buttoned cuffs and a gently rounded hem slightly longer at the back,unknown,media,medio,voluminosa,alto,cotton,cerrado
77281,2588,788651001,788651,Roberto,upper body,jumper in a soft cable knit containing some wool with a rib knit stand up collar and wide raglan sleeves with foldover ribbing at the cuffs the polyester content of the jumper is recycled,turquoisesweater knitwear jumper in a soft cable knit containing some wool with a rib knit stand up collar and wide raglan sleeves with foldover ribbing at the cuffs the polyester content of the jumper is recycled,amplio,fluida,alto,voluminosa,alto,wool,cerrado
77282,2589,788651002,788651,Roberto,upper body,jumper in a soft cable knit containing some wool with a rib knit stand up collar and wide raglan sleeves with foldover ribbing at the cuffs the polyester content of the jumper is recycled,whitesweater knitwear jumper in a soft cable knit containing some wool with a rib knit stand up collar and wide raglan sleeves with foldover ribbing at the cuffs the polyester content of the jumper is recycled,amplio,fluida,alto,voluminosa,alto,wool,cerrado
77298,2590,788768001,788768,Gigi,upper body,fitted top in jersey with a lace yoke at the back an opening with a covered button at the back of the neck and long sleeves,blacktop jersey fancy fitted top in jersey with a lace yoke at the back an opening with a covered button at the back of the neck and long sleeves,ajustado,fluida,bajo,larga,unknown,knit,unknown
77299,2591,788768002,788768,Gigi,upper body,fitted top in jersey with a lace yoke at the back an opening with a covered button at the back of the neck and long sleeves,redtop jersey fancy fitted top in jersey with a lace yoke at the back an opening with a covered button at the back of the neck and long sleeves,ajustado,fluida,bajo,larga,unknown,knit,unknown
77347,2592,789087001,789087,Dancer v-neck jumper,upper body,boxy jumper knitted in a supersoft alpaca and wool blend with a v neck dropped shoulders and long wide sleeves with wide sewn in turn ups at the cuffs,blacksweater knitwear boxy jumper knitted in a supersoft alpaca and wool blend with a v neck dropped shoulders and long wide sleeves with wide sewn in turn ups at the cuffs,amplio,media,alto,voluminosa,v,wool,alarga
77348,2593,789087002,789087,Dancer v-neck jumper,upper body,boxy jumper knitted in a supersoft alpaca and wool blend with a v neck dropped shoulders and long wide sleeves with wide sewn in turn ups at the cuffs,greensweater knitwear boxy jumper knitted in a supersoft alpaca and wool blend with a v neck dropped shoulders and long wide sleeves with wide sewn in turn ups at the cuffs,amplio,media,alto,voluminosa,v,wool,alarga
77352,2594,789105002,789105,Lucia hoodie,upper body,short boxy top in lightweight sweatshirt fabric with a jersey lined drawstring hood dropped shoulders long wide sleeves and a kangaroo pocket soft brushed inside,whitesweater jersey fancy short boxy top in lightweight sweatshirt fabric with a jersey lined drawstring hood dropped shoulders long wide sleeves and a kangaroo pocket soft brushed inside,amplio,fluida,alto,voluminosa,unknown,knit,unknown
77392,2595,789303001,789303,Julie,upper body,wide blouse in woven fabric with a grandad collar buttons down the front and long wide raglan sleeves with smocking and buttons at the cuffs,beigeblouse blouses wide blouse in woven fabric with a grandad collar buttons down the front and long wide raglan sleeves with smocking and buttons at the cuffs,amplio,media,alto,voluminosa,redondo,woven,cerrado
77393,2596,789303002,789303,Julie,upper body,wide blouse in woven fabric with a grandad collar buttons down the front and long wide raglan sleeves with smocking and buttons at the cuffs,greenblouse blouses wide blouse in woven fabric with a grandad collar buttons down the front and long wide raglan sleeves with smocking and buttons at the cuffs,amplio,media,alto,voluminosa,redondo,woven,cerrado
77394,2597,789303003,789303,Julie,upper body,wide blouse in woven fabric with a grandad collar buttons down the front and long wide raglan sleeves with smocking and buttons at the cuffs,beigeblouse blouses wide blouse in woven fabric with a grandad collar buttons down the front and long wide raglan sleeves with smocking and buttons at the cuffs,amplio,media,alto,voluminosa,redondo,woven,cerrado
77501,2598,789772001,789772,Isabella shirt,upper body,fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front chest pocket long sleeves with buttoned cuffs and a gently rounded hem,whiteshirt blouses fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front chest pocket long sleeves with buttoned cuffs and a gently rounded hem,ajustado,media,bajo,larga,alto,cotton,cerrado
77502,2599,789772003,789772,Isabella shirt,upper body,fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front chest pocket long sleeves with buttoned cuffs and a gently rounded hem,blackshirt blouses fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front chest pocket long sleeves with buttoned cuffs and a gently rounded hem,ajustado,media,bajo,larga,alto,cotton,cerrado
77503,2600,789772004,789772,Isabella!,upper body,fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front chest pocket long sleeves with buttoned cuffs and a gently rounded hem,blueshirt blouses fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front chest pocket long sleeves with buttoned cuffs and a gently rounded hem,ajustado,media,bajo,larga,alto,cotton,cerrado
77517,2601,789852001,789852,Britt knitted tank,upper body,vest top in a ribbed viscose blend with a slightly deeper neckline front and back,whitevest top knitwear vest top in a ribbed viscose blend with a slightly deeper neckline front and back,regular,fluida,medio,sin_mangas,profundo,sintetico,alarga
77546,2602,790051001,790051,Hunni 2-pack,upper body,fitted tops in soft organic cotton jersey with a v neck and long sleeves,blackt shirt jersey basic fitted tops in soft organic cotton jersey with a v neck and long sleeves,ajustado,fluida,bajo,larga,v,cotton,alarga
77564,2603,790160003,790160,Gateau Tunic,upper body,wide tunic in a cotton weave with an opening at the front ties at the top and gathers at the shoulders tiers to the hem and long wide puff sleeves with elastication at the cuffs,whiteblouse blouses wide tunic in a cotton weave with an opening at the front ties at the top and gathers at the shoulders tiers to the hem and long wide puff sleeves with elastication at the cuffs,amplio,media,alto,voluminosa,unknown,cotton,unknown
77565,2604,790160005,790160,Gateau Tunic,upper body,wide tunic in a cotton weave with an opening at the front ties at the top and gathers at the shoulders tiers to the hem and long wide puff sleeves with elastication at the cuffs,whiteblouse blouses wide tunic in a cotton weave with an opening at the front ties at the top and gathers at the shoulders tiers to the hem and long wide puff sleeves with elastication at the cuffs,amplio,media,alto,voluminosa,unknown,cotton,unknown
77566,2605,790160006,790160,Gateau Tunic,upper body,wide tunic in a cotton weave with an opening at the front ties at the top and gathers at the shoulders tiers to the hem and long wide puff sleeves with elastication at the cuffs,blueblouse blouses wide tunic in a cotton weave with an opening at the front ties at the top and gathers at the shoulders tiers to the hem and long wide puff sleeves with elastication at the cuffs,amplio,media,alto,voluminosa,unknown,cotton,unknown
