,id_prenda,article_id,product_code,prod_name,product_group_name,detail_desc,texto_prenda,fit,estructura,material,volumen,tiro,longitud
67865,1132,752514008,752514,Soller RW wide cropped,lower body,ankle length trousers in soft gently draping twill with a regular waist that is elasticated at the back pleats at the top diagonal side pockets and straight wide legs,blacktrousers trousers ankle length trousers in soft gently draping twill with a regular waist that is elasticated at the back pleats at the top diagonal side pockets and straight wide legs,regular,recta,woven,alto,medio,cropped
67866,1133,752516002,752516,Dakar HW tapered,lower body,ankle length trousers in an airy linen and viscose weave high waist with elastication at the back pleats at the top and a tie belt zip fly and buttons side pockets and straight cut legs that taper to the hem with creases,whitetrousers trousers ankle length trousers in an airy linen and viscose weave high waist with elastication at the back pleats at the top and a tie belt zip fly and buttons side pockets and straight cut legs that taper to the hem with creases,amplio,recta,linen,alto,alto,cropped
67867,1134,752516003,752516,Dakar HW tapered,lower body,ankle length trousers in an airy linen and viscose weave high waist with elastication at the back pleats at the top and a tie belt zip fly and buttons side pockets and straight cut legs that taper to the hem with creases,blacktrousers trousers ankle length trousers in an airy linen and viscose weave high waist with elastication at the back pleats at the top and a tie belt zip fly and buttons side pockets and straight cut legs that taper to the hem with creases,amplio,recta,linen,alto,alto,cropped
67868,1135,752516005,752516,Dakar HW tapered,lower body,ankle length trousers in an airy linen and viscose weave high waist with elastication at the back pleats at the top and a tie belt zip fly and buttons side pockets and straight cut legs that taper to the hem with creases,beigetrousers trousers ankle length trousers in an airy linen and viscose weave high waist with elastication at the back pleats at the top and a tie belt zip fly and buttons side pockets and straight cut legs that taper to the hem with creases,amplio,recta,linen,alto,alto,cropped
67869,1136,752516006,752516,Dakar HW tapered,lower body,ankle length trousers in an airy linen and viscose weave high waist with elastication at the back pleats at the top and a tie belt zip fly and buttons side pockets and straight cut legs that taper to the hem with creases,unknowntrousers trousers ankle length trousers in an airy linen and viscose weave high waist with elastication at the back pleats at the top and a tie belt zip fly and buttons side pockets and straight cut legs that taper to the hem with creases,amplio,recta,linen,alto,alto,cropped
67942,1137,752814002,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,blacktrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67943,1138,752814003,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,blacktrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67944,1139,752814004,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,browntrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67945,1140,752814005,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,beigetrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67946,1141,752814006,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,blacktrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67947,1142,752814014,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,redtrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67948,1143,752814015,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,greytrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67949,1144,752814016,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,blacktrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67950,1145,752814017,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,beigetrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67951,1146,752814018,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,beigetrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67952,1147,752814020,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,blacktrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67953,1148,752814021,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,blacktrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67954,1149,752814022,752814,Milk RW slack,lower body,cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,blacktrousers trousers cigarette trousers in stretch twill with a regular elasticated waist fake fly diagonal side pockets fake welt back pockets and ankle length legs with creases,ajustado,entallada,woven,bajo,alto,cropped
67958,1150,752820001,752820,Sweet smock,lower body,shorts in a patterned crinkled viscose weave with a high smocked frill trimmed waist lined,brownshorts shorts shorts in a patterned crinkled viscose weave with a high smocked frill trimmed waist lined,amplio,acampanado,sintetico,alto,unknown,mini
68263,1151,753737001,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,blacktrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68264,1152,753737002,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,beigetrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68265,1153,753737003,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,blacktrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68266,1154,753737004,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,greytrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68267,1155,753737005,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,bluetrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68268,1156,753737006,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,beigetrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68269,1157,753737007,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,browntrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68270,1158,753737013,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,whitetrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68271,1159,753737014,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,greentrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68272,1160,753737015,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,blacktrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68273,1161,753737016,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,khaki greentrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68274,1162,753737017,753737,Twenty HW tapered,lower body,trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,pinktrousers trousers trousers in woven fabric high waist with pleats and a detachable tie belt a concealed hook and eye fastener and a zip fly side pockets and tapered legs with creases,amplio,entallada,woven,alto,alto,unknown
68290,1163,753778007,753778,Bali tapered trouser,lower body,ankle length trousers in woven fabric high waist with pleats and a wide belt zip fly with hook and eye fasteners side pockets and fake back pockets wide tapered legs with creases,redtrousers trousers ankle length trousers in woven fabric high waist with pleats and a wide belt zip fly with hook and eye fasteners side pockets and fake back pockets wide tapered legs with creases,amplio,entallada,woven,alto,alto,cropped
68291,1164,753778008,753778,Bali tapered trouser,lower body,ankle length trousers in woven fabric high waist with pleats and a wide belt zip fly with hook and eye fasteners side pockets and fake back pockets wide tapered legs with creases,blacktrousers trousers ankle length trousers in woven fabric high waist with pleats and a wide belt zip fly with hook and eye fasteners side pockets and fake back pockets wide tapered legs with creases,amplio,entallada,woven,alto,alto,cropped
68330,1165,753959001,753959,Shake PU,lower body,short high waisted skirt in grained imitation leather with pleats at the top a zip at the back and side pockets unlined,moleskirt skirts short high waisted skirt in grained imitation leather with pleats at the top a zip at the back and side pockets unlined,amplio,acampanado,leather,alto,unknown,mini
68714,1166,755304001,755304,Gigi HW,lower body,high waisted shorts in twill made from a tencel lyocell blend with elastication at the back of the waist and pleats at the front zip fly concealed hook and eye fasteners side pockets and a detachable tie belt,blackshorts shorts high waisted shorts in twill made from a tencel lyocell blend with elastication at the back of the waist and pleats at the front zip fly concealed hook and eye fasteners side pockets and a detachable tie belt,amplio,fluida,woven,alto,unknown,mini
68715,1167,755308001,755308,Eddie HW denim,lower body,short shorts in sturdy denim with a high elasticated waist with a frill trim zip fly and buttons side pockets back pockets and sewn in turn ups at the hems,blueshorts shorts short shorts in sturdy denim with a high elasticated waist with a frill trim zip fly and buttons side pockets back pockets and sewn in turn ups at the hems,amplio,recta,denim,alto,alto,mini
68716,1168,755309004,755309,Dime HW,lower body,shorts in tencel lyocell twill with a high paper bag waist and detachable tie belt zip fly with a hook and eye fastening side pockets with a decorative flap and fake back pockets,beigeshorts shorts shorts in tencel lyocell twill with a high paper bag waist and detachable tie belt zip fly with a hook and eye fastening side pockets with a decorative flap and fake back pockets,amplio,fluida,woven,alto,alto,mini
68717,1169,755309005,755309,Dime HW,lower body,shorts in tencel lyocell twill with a high paper bag waist and detachable tie belt zip fly with a hook and eye fastening side pockets with a decorative flap and fake back pockets,brownshorts shorts shorts in tencel lyocell twill with a high paper bag waist and detachable tie belt zip fly with a hook and eye fastening side pockets with a decorative flap and fake back pockets,amplio,fluida,woven,alto,alto,mini
68740,1170,755458006,755458,Stark skirt GTL,lower body,calf length skirt in softly draping satin with gathered elastication at the waist and concealed pockets in the side seams,blackskirt shorts calf length skirt in softly draping satin with gathered elastication at the waist and concealed pockets in the side seams,amplio,fluida,delicado,alto,unknown,mini
68741,1171,755458008,755458,Stark skirt GTL,lower body,calf length skirt in softly draping satin with gathered elastication at the waist and concealed pockets in the side seams,beigeskirt shorts calf length skirt in softly draping satin with gathered elastication at the waist and concealed pockets in the side seams,amplio,fluida,delicado,alto,unknown,mini
68954,1172,755814003,755814,Dia skirt,lower body,calf length a line skirt in a tencel lyocell and linen weave with a high waist covered buttons down the front and a concealed zip at the back unlined,orangeskirt trousers calf length a line skirt in a tencel lyocell and linen weave with a high waist covered buttons down the front and a concealed zip at the back unlined,amplio,fluida,linen,alto,alto,cropped
69193,1173,756633001,756633,Tequila shorts denim/fancy,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,greyshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
69194,1174,756633002,756633,Tequila shorts denim/fancy,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,blueshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
69195,1175,756633003,756633,Tequila shorts denim/fancy,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,greyshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
69196,1176,756633004,756633,Tequila shorts denim/fancy,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,blueshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
69730,1177,757983001,757983,Jossan Shorts,lower body,short shorts in soft viscose twill with a high waist that is elasticated at the back a zip fly and button pleats at the front and pockets in the side seams,blackshorts shorts short shorts in soft viscose twill with a high waist that is elasticated at the back a zip fly and button pleats at the front and pockets in the side seams,amplio,fluida,sintetico,alto,alto,mini
69731,1178,757983002,757983,Jossan Shorts,lower body,short shorts in soft viscose twill with a high waist that is elasticated at the back a zip fly and button pleats at the front and pockets in the side seams,beigeshorts shorts short shorts in soft viscose twill with a high waist that is elasticated at the back a zip fly and button pleats at the front and pockets in the side seams,amplio,fluida,sintetico,alto,alto,mini
69765,1179,758071001,758071,Willa shorts,lower body,short shorts in a mulberry silk weave high waist with wide elastication and a small frill trim at the top and pockets in the side seams,blackshorts unknown short shorts in a mulberry silk weave high waist with wide elastication and a small frill trim at the top and pockets in the side seams,amplio,acampanado,delicado,alto,alto,mini
70287,1180,760022001,760022,Blythe pleated shorts,lower body,wide shorts in a linen and viscose weave with a concealed hook and eye fastener and zip fly pleats at the front and side pockets,blackshorts shorts wide shorts in a linen and viscose weave with a concealed hook and eye fastener and zip fly pleats at the front and side pockets,amplio,fluida,linen,alto,unknown,mini
70454,1181,760633001,760633,Coin HW tapered,lower body,ankle length trousers in woven fabric with a high waist tie belt and zip fly with a hook and eye fastening side pockets with a decorative flap and button and slightly wider tapered legs,khaki greentrousers trousers ankle length trousers in woven fabric with a high waist tie belt and zip fly with a hook and eye fastening side pockets with a decorative flap and button and slightly wider tapered legs,unknown,entallada,woven,medio,alto,cropped
70455,1182,760633002,760633,Coin HW tapered,lower body,ankle length trousers in woven fabric with a high waist tie belt and zip fly with a hook and eye fastening side pockets with a decorative flap and button and slightly wider tapered legs,beigetrousers trousers ankle length trousers in woven fabric with a high waist tie belt and zip fly with a hook and eye fastening side pockets with a decorative flap and button and slightly wider tapered legs,unknown,entallada,woven,medio,alto,cropped
70461,1183,760664001,760664,Addy denim skirt,lower body,knee length skirt in washed denim with a regular waist concealed hook and eye fastener zip fly back pockets and diagonal side pockets,blueskirt trousers knee length skirt in washed denim with a regular waist concealed hook and eye fastener zip fly back pockets and diagonal side pockets,regular,recto,denim,unknown,medio,midi
70462,1184,760667003,760667,Sensai skirt,lower body,calf length skirt in woven fabric with a soft silky feel high waist with a concealed zip in one side and a gentle flare to the hem unlined,orangeskirt trousers calf length skirt in woven fabric with a soft silky feel high waist with a concealed zip in one side and a gentle flare to the hem unlined,amplio,fluida,woven,alto,alto,cropped
70463,1185,760667004,760667,Sensai skirt,lower body,calf length skirt in woven fabric with a soft silky feel high waist with a concealed zip in one side and a gentle flare to the hem unlined,yellowskirt trousers calf length skirt in woven fabric with a soft silky feel high waist with a concealed zip in one side and a gentle flare to the hem unlined,amplio,fluida,woven,alto,alto,cropped
70464,1186,760688001,760688,Chief skirt,lower body,calf length pleated skirt in an airy weave with a high waist concealed zip in one side and asymmetric hem with longer sides lined,whiteskirt trousers calf length pleated skirt in an airy weave with a high waist concealed zip in one side and asymmetric hem with longer sides lined,amplio,acampanado,unknown,alto,alto,cropped
70473,1187,760729001,760729,Maj skirt,lower body,short skirt in a cotton weave with broderie anglaise wide pleats at the top a concealed zip in one side and scalloped hem lined,blackshorts trousers short skirt in a cotton weave with broderie anglaise wide pleats at the top a concealed zip in one side and scalloped hem lined,amplio,acampanado,cotton,alto,unknown,mini
70474,1188,760729003,760729,Maj skirt,lower body,short skirt in a cotton weave with broderie anglaise wide pleats at the top a concealed zip in one side and scalloped hem lined,whiteshorts trousers short skirt in a cotton weave with broderie anglaise wide pleats at the top a concealed zip in one side and scalloped hem lined,amplio,acampanado,cotton,alto,unknown,mini
70740,1189,761559001,761559,Selma plisse dip dye,lower body,pleated calf length skirt in woven fabric with a sheen high elasticated waist lined,orangeskirt skirts pleated calf length skirt in woven fabric with a sheen high elasticated waist lined,amplio,acampanado,woven,alto,alto,cropped
70741,1190,761559002,761559,Selma plisse dip dye,lower body,pleated calf length skirt in woven fabric with a sheen high elasticated waist lined,whiteskirt skirts pleated calf length skirt in woven fabric with a sheen high elasticated waist lined,amplio,acampanado,woven,alto,alto,cropped
70754,1191,761604001,761604,Lomita cord trousers RW,lower body,5 pocket ankle length trousers in soft cotton corduroy with a high waist zip fly and button and tapered legs,whitetrousers trousers 5 pocket ankle length trousers in soft cotton corduroy with a high waist zip fly and button and tapered legs,unknown,entallada,cotton,medio,alto,cropped
70774,1192,761673001,761673,Melrose tencel culotte RW,lower body,calf length culottes in a gently draping tencel lyocell weave high waist with elastication at the back and pleats at the front side pockets and straight wide legs,bluetrousers trousers calf length culottes in a gently draping tencel lyocell weave high waist with elastication at the back and pleats at the front side pockets and straight wide legs,amplio,recta,tencel,alto,alto,cropped
70857,1193,762011001,762011,Simba playsuit,lower body,playsuit in a softly draping tencel lyocell and viscose weave with a collar buttons at the top and flap chest pockets gathered yoke long sleeves with buttoned cuffs a seam with wide elastication at the waist and a detachable fabric belt with a covered buckle side pockets and fake welt back pockets,beigetrousers trousers playsuit in a softly draping tencel lyocell and viscose weave with a collar buttons at the top and flap chest pockets gathered yoke long sleeves with buttoned cuffs a seam with wide elastication at the waist and a detachable fabric belt with a covered buckle side pockets and fake welt back pockets,amplio,fluida,sintetico,alto,unknown,maxi
71029,1194,762585001,762585,Dakar HW tapered,lower body,ankle length trousers in an airy linen and viscose weave high waist with elastication at the back pleats at the top and a zip fly and buttons side pockets and straight cut legs that taper to the hem with creases,blacktrousers trousers ankle length trousers in an airy linen and viscose weave high waist with elastication at the back pleats at the top and a zip fly and buttons side pockets and straight cut legs that taper to the hem with creases,amplio,recta,linen,alto,alto,cropped
71077,1195,762742001,762742,Tarly wrap playsuit,lower body,v neck playsuit in soft washed denim made from tencel lyocell sewn in wrapover with a concealed press stud at the front short cap sleeves with sewn in turn ups side pockets and a seam at the waist with covered elastication and a tie belt,bluetrousers trousers v neck playsuit in soft washed denim made from tencel lyocell sewn in wrapover with a concealed press stud at the front short cap sleeves with sewn in turn ups side pockets and a seam at the waist with covered elastication and a tie belt,amplio,recta,denim,bajo,unknown,mini
71190,1196,763156001,763156,Birdy HW,lower body,short shorts in sturdy cotton denim with a high elasticated paper bag waist detachable tie belt and zip fly and buttons side pockets back pockets and sewn in turn ups at the hems,whiteshorts shorts short shorts in sturdy cotton denim with a high elasticated paper bag waist detachable tie belt and zip fly and buttons side pockets back pockets and sewn in turn ups at the hems,amplio,recta,denim,alto,alto,mini
71294,1197,763382002,763382,Fresno wrap utility skirt,lower body,short skirt in cotton twill with a high waist and wrapover front with concealed buttoning in the waist band and a wide detachable belt patch pockets with a flap unlined,greenskirt shorts short skirt in cotton twill with a high waist and wrapover front with concealed buttoning in the waist band and a wide detachable belt patch pockets with a flap unlined,amplio,fluida,cotton,unknown,alto,mini
71310,1198,763480001,763480,Jorah brodey anglai skirt,lower body,short skirt in an airy cotton weave with a high elasticated waist and a wide scallop edged broderie anglaise flounce at the hem lined,blackskirt shorts short skirt in an airy cotton weave with a high elasticated waist and a wide scallop edged broderie anglaise flounce at the hem lined,amplio,acampanada,cotton,alto,alto,mini
71556,1199,764415001,764415,Shelley,lower body,knee length skirt in sturdy cotton twill with a high paper bag waist and wide detachable fabric belt with a plastic buckle buttons down the front and concealed hook and eye fasteners at the waist unlined,blackskirt skirts knee length skirt in sturdy cotton twill with a high paper bag waist and wide detachable fabric belt with a plastic buckle buttons down the front and concealed hook and eye fasteners at the waist unlined,amplio,acampanado,cotton,alto,alto,midi
71557,1200,764415003,764415,Shelley,lower body,knee length skirt in sturdy cotton twill with a high paper bag waist and wide detachable fabric belt with a plastic buckle buttons down the front and concealed hook and eye fasteners at the waist unlined,whiteskirt skirts knee length skirt in sturdy cotton twill with a high paper bag waist and wide detachable fabric belt with a plastic buckle buttons down the front and concealed hook and eye fasteners at the waist unlined,amplio,acampanado,cotton,alto,alto,midi
71558,1201,764415006,764415,Shelley,lower body,knee length skirt in sturdy cotton twill with a high paper bag waist and wide detachable fabric belt with a plastic buckle buttons down the front and concealed hook and eye fasteners at the waist unlined,blackskirt skirts knee length skirt in sturdy cotton twill with a high paper bag waist and wide detachable fabric belt with a plastic buckle buttons down the front and concealed hook and eye fasteners at the waist unlined,amplio,acampanado,cotton,alto,alto,midi
71637,1202,764618001,764618,Westeros skirt,lower body,calf length skirt in woven fabric with a high waist and ties at the waistband wrapover front and side pockets unlined,blueskirt shorts calf length skirt in woven fabric with a high waist and ties at the waistband wrapover front and side pockets unlined,regular,fluida,woven,unknown,alto,mini
71638,1203,764618002,764618,Westeros skirt,lower body,calf length skirt in woven fabric with a high waist and ties at the waistband wrapover front and side pockets unlined,whiteskirt shorts calf length skirt in woven fabric with a high waist and ties at the waistband wrapover front and side pockets unlined,regular,fluida,woven,unknown,alto,mini
71694,1204,764843001,764843,Grimm HW trouser,lower body,ankle length trousers in woven fabric with a high waist concealed hook and eye fastening and zip fly pleats at the top a belt at the waist side pockets and wide tapered legs,whitetrousers trousers ankle length trousers in woven fabric with a high waist concealed hook and eye fastening and zip fly pleats at the top a belt at the waist side pockets and wide tapered legs,amplio,entallada,woven,alto,alto,cropped
71712,1205,764998001,764998,Bigg pull-on shorts,lower body,shorts in an airy patterned viscose weave with pleats at the front for added volume elastication at the back of the waist side pockets and wide legs,blueshorts shorts shorts in an airy patterned viscose weave with pleats at the front for added volume elastication at the back of the waist side pockets and wide legs,amplio,acampanado,sintetico,alto,unknown,mini
71713,1206,764998002,764998,Bigg pull-on shorts,lower body,shorts in an airy patterned viscose weave with pleats at the front for added volume elastication at the back of the waist side pockets and wide legs,blueshorts shorts shorts in an airy patterned viscose weave with pleats at the front for added volume elastication at the back of the waist side pockets and wide legs,amplio,acampanado,sintetico,alto,unknown,mini
71714,1207,764998003,764998,Bigg pull-on shorts,lower body,shorts in an airy patterned viscose weave with pleats at the front for added volume elastication at the back of the waist side pockets and wide legs,whiteshorts shorts shorts in an airy patterned viscose weave with pleats at the front for added volume elastication at the back of the waist side pockets and wide legs,amplio,acampanado,sintetico,alto,unknown,mini
71836,1208,765701001,765701,Timon HW,lower body,short shorts woven in a viscose blend with a high waist and zip fly with concealed hook and eye fasteners fake front pockets with a flap button and pleats pockets in the side seams and fake welt back pockets,beigeshorts shorts short shorts woven in a viscose blend with a high waist and zip fly with concealed hook and eye fasteners fake front pockets with a flap button and pleats pockets in the side seams and fake welt back pockets,amplio,acampanado,sintetico,alto,alto,mini
71941,1209,766153001,766153,Magnolia,lower body,short pleated skirt in a patterned weave with a high waist with covered elastication rounded hem that is shorter at the sides unlined,blackskirt skirts short pleated skirt in a patterned weave with a high waist with covered elastication rounded hem that is shorter at the sides unlined,amplio,acampanado,unknown,alto,alto,mini
71942,1210,766153003,766153,Magnolia,lower body,short pleated skirt in a patterned weave with a high waist with covered elastication rounded hem that is shorter at the sides unlined,yellowskirt skirts short pleated skirt in a patterned weave with a high waist with covered elastication rounded hem that is shorter at the sides unlined,amplio,acampanado,unknown,alto,alto,mini
71994,1211,766346001,766346,Kanta RW Slacks,lower body,ankle length cigarette trousers in a stretch weave with a regular waist concealed zip in one side fake back pockets and tapered legs with slits at the hems,beigeleggings tights trousers ankle length cigarette trousers in a stretch weave with a regular waist concealed zip in one side fake back pockets and tapered legs with slits at the hems,ajustado,entallada,unknown,medio,medio,cropped
71995,1212,766346002,766346,Kanta RW Slacks,lower body,ankle length cigarette trousers in a stretch weave with a regular waist concealed zip in one side fake back pockets and tapered legs with slits at the hems,blackleggings tights trousers ankle length cigarette trousers in a stretch weave with a regular waist concealed zip in one side fake back pockets and tapered legs with slits at the hems,ajustado,entallada,unknown,medio,medio,cropped
71996,1213,766346003,766346,Kanta RW Slacks,lower body,ankle length cigarette trousers in a stretch weave with a regular waist concealed zip in one side fake back pockets and tapered legs with slits at the hems,whiteleggings tights trousers ankle length cigarette trousers in a stretch weave with a regular waist concealed zip in one side fake back pockets and tapered legs with slits at the hems,ajustado,entallada,unknown,medio,medio,cropped
71997,1214,766346004,766346,Kanta RW Slacks,lower body,ankle length cigarette trousers in a stretch weave with a regular waist concealed zip in one side fake back pockets and tapered legs with slits at the hems,pinkleggings tights trousers ankle length cigarette trousers in a stretch weave with a regular waist concealed zip in one side fake back pockets and tapered legs with slits at the hems,ajustado,entallada,unknown,medio,medio,cropped
71998,1215,766346007,766346,Kanta RW Slacks,lower body,ankle length cigarette trousers in a stretch weave with a regular waist concealed zip in one side fake back pockets and tapered legs with slits at the hems,pinkleggings tights trousers ankle length cigarette trousers in a stretch weave with a regular waist concealed zip in one side fake back pockets and tapered legs with slits at the hems,ajustado,entallada,unknown,medio,medio,cropped
