,article_id,fit_ajustado,fit_amplio,fit_regular,fit_unknown,material_corduroy,material_cotton,material_delicado,material_denim,material_knit,material_leather,material_linen,material_sintetico,material_tencel,material_unknown,material_wool,material_woven,volumen_alto,volumen_medio,volumen_unknown
40666,665300005,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40667,665300006,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40777,665615001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40779,665628001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40780,665628002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40822,665676001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40823,665676002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41144,667378001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41145,667378002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41427,669026002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41429,669031002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41775,670169001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41776,670169002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41912,670687001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41913,670687002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41914,670687004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41943,670942001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41944,670942002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41945,670942003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41946,670942005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41947,670942006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41948,670942007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41949,670942008,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42021,671206001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42022,671206002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42059,671385002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42173,671776001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42174,671776002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42351,672432001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42352,672432003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42363,672461001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42545,673332001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42546,673349001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42547,673349002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42548,673357002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42667,673799001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42668,673799002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42669,673799003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42670,673799006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
43065,675183002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43142,675501001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43303,676191002,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43304,676198001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43439,677017001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43492,677351001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43493,677351003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43494,677351004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43885,678558001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44098,679031001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44211,679484001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44212,679484002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44213,679484003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44226,679502001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44230,679509001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44231,679514001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44759,681150002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44760,681150003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44761,681150004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45778,684186001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
45779,684186002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
45780,684186005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
46071,685284001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
46072,685284002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
46073,685284003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
46931,687302001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47617,689165001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47696,689390002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47697,689390003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47920,690518001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
48033,690933001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48034,690933002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48035,690933003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48036,690933004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48037,690933005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48038,690933006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48039,690933007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48040,690935001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48041,690935002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48042,690935004,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48043,690935006,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48044,690935007,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48045,690935008,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48167,690980004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48181,691039001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48182,691039003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48304,691579001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
48305,691579004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
48306,691579005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
48309,691595001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48310,691612001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
48402,691839001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
48574,692688001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49070,693915001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49071,693915002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49686,695170003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
49687,695170004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
49723,695263001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49724,695263003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49755,695318001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49756,695318002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49872,695542005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49873,695542007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49874,695542010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49875,695544001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49876,695544002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49877,695544005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49878,695544009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49879,695544011,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49880,695545001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49881,695545002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49882,695545003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49883,695545005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49884,695545007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49885,695545008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49918,695601001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49919,695601002,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50121,696107002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50127,696122001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50128,696122002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50208,696209001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50209,696209002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50210,696209004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50211,696209005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50212,696209007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50286,696486001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50292,696508001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50293,696508002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50295,696511001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50296,696511003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50324,696562001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50679,697091002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50680,697091004,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50681,697091007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50734,697167001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50735,697167003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50741,697179002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
51560,699209001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
51561,699209002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
51572,699245001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
52447,701203001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52510,701355001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
52907,702743001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
52908,702743002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53323,703795001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53324,703795002,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53378,704065001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
53379,704065002,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
53385,704126002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53386,704126003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53387,704126004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53388,704126005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53389,704126009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53768,705732001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
53769,705732002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
53770,705732003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
53771,705734001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
53772,705734002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
53773,705734003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
53774,705734007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
54120,706628001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54121,706628002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54122,706629001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
54563,708101001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54564,708101003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54593,708185002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54594,708185006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54606,708229001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54607,708229002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54667,708311001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54668,708311002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54669,708311003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54670,708311004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54671,708311006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54672,708311010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54673,708311011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54674,708311016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54675,708311017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54676,708311018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54677,708311019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54678,708311020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54679,708311021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54680,708311023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54681,708311024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54682,708311026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54683,708311027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54684,708311029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54685,708311030,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55245,709989002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55459,710708001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
55460,710708002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
55461,710708004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
55462,710708005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
55490,710862001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55542,710917001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55556,711024002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55557,711024003,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55726,711415002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55953,712398001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55997,712587002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
55998,712587003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
55999,712587004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
56000,712587005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
56119,713124001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56653,714650001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
56673,714717004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
56708,714807001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
56709,714807003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
56710,714807004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
56777,714996001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
56825,715116001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56826,715116002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56997,715474001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56998,715474003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56999,715474004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
57043,715590002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57044,715590006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57172,716005001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
57173,716005002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
57175,716014002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
58077,718727001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
58083,718732001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
58094,718767001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58095,718810005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58159,719128001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58160,719128003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58161,719128004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58162,719128007,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58163,719128008,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58164,719128009,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58185,719219001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
58186,719219002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
58209,719244001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58210,719244003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58212,719249001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
58372,719639001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
58373,719639003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
58374,719639004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
58535,720325001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58536,720325002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58555,720426001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58556,720426002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58568,720473001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58569,720473002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58570,720473004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58686,720814001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58689,720861001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58707,720935001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
58708,720935002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
58886,721426001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59092,722138002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
59093,722138003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
59094,722151001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59095,722151002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59096,722165001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59097,722165002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59098,722165004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59099,722165006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59101,722174001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59102,722177001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59103,722177004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59104,722177006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59105,722177008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59108,722196001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
59109,722196002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
59224,722674001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59225,722674003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59226,722674005,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59267,722887001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
59268,722887002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
59300,722991001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
59301,722991002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
59320,723104001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59321,723104002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59322,723104003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59323,723104004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59324,723104007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59326,723104013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59427,723433001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59522,723857001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59523,723857002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59580,724075001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
59581,724075002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
59763,724905001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
59764,724905002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
59765,724905003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
59853,725324001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59854,725324002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59856,725327001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
59857,725327003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
59970,726098001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
59975,726112001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
59996,726165001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59997,726165002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59998,726167001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
59999,726167002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
60013,726199002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60014,726199007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60015,726199008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60019,726212001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60042,726355001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60115,726759001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60116,726759002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60117,726759003,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60118,726764001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
60177,727347003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
60178,727347005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
60182,727378001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60229,727702001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
